run_id,conductivity,temperature,voltage,timestamp,anomaly_C,anomaly_T,anomaly_V,anomaly_label
JUL_22_3,58.28,49.7,3.297,2025-07-22 14:25:54,0,0,0,0
JUL_22_3,58.01,49.69,3.294,2025-07-22 14:25:56,0,0,0,0
JUL_22_3,58.28,49.71,3.286,2025-07-22 14:25:58,0,0,0,0
JUL_22_3,58.08,49.7,3.286,2025-07-22 14:26:00,0,0,0,0
JUL_22_3,58.14,49.7,3.29,2025-07-22 14:26:02,0,0,0,0
JUL_22_3,58.14,49.71,3.281,2025-07-22 14:26:04,0,0,0,0
JUL_22_3,58.14,49.7,3.291,2025-07-22 14:26:06,0,0,0,0
JUL_22_3,58.08,49.71,3.282,2025-07-22 14:26:08,0,0,0,0
JUL_22_3,58.08,49.71,3.295,2025-07-22 14:26:10,0,0,0,0
JUL_22_3,58.28,49.71,3.28,2025-07-22 14:26:12,0,0,0,0
JUL_22_3,58.14,49.72,3.286,2025-07-22 14:26:14,0,0,0,0
JUL_22_3,58.28,49.71,3.291,2025-07-22 14:26:16,0,0,0,0
JUL_22_3,58.14,49.71,3.301,2025-07-22 14:26:18,0,0,0,0
JUL_22_3,58.01,49.71,3.295,2025-07-22 14:26:20,0,0,0,0
JUL_22_3,58.01,49.71,3.282,2025-07-22 14:26:22,0,0,0,0
JUL_22_3,58.01,49.73,3.302,2025-07-22 14:26:24,0,0,0,0
JUL_22_3,58.08,49.74,3.289,2025-07-22 14:26:26,0,0,0,0
JUL_22_3,58.08,49.73,3.278,2025-07-22 14:26:28,0,0,0,0
JUL_22_3,58.08,49.75,3.27,2025-07-22 14:26:30,0,0,0,0
JUL_22_3,58.08,49.74,3.277,2025-07-22 14:26:32,0,0,0,0
JUL_22_3,58.28,49.74,3.277,2025-07-22 14:26:34,0,0,0,0
JUL_22_3,58.09,49.75,3.286,2025-07-22 14:26:36,0,0,0,0
JUL_22_3,58.28,49.73,3.299,2025-07-22 14:26:38,0,0,0,0
JUL_22_3,58.01,49.74,3.278,2025-07-22 14:26:40,0,0,0,0
JUL_22_3,58.01,49.76,3.284,2025-07-22 14:26:42,0,0,0,0
JUL_22_3,58.14,49.74,3.284,2025-07-22 14:26:44,0,0,0,0
JUL_22_3,58.14,49.75,3.282,2025-07-22 14:26:46,0,0,0,0
JUL_22_3,58.14,49.76,3.288,2025-07-22 14:26:48,0,0,0,0
JUL_22_3,58.14,49.75,3.285,2025-07-22 14:26:50,0,0,0,0
JUL_22_3,58.14,49.76,3.285,2025-07-22 14:26:52,0,0,0,0
JUL_22_3,58.08,49.74,3.285,2025-07-22 14:26:54,0,0,0,0
JUL_22_3,58.08,49.76,3.282,2025-07-22 14:26:56,0,0,0,0
JUL_22_3,58.08,49.75,3.281,2025-07-22 14:26:58,0,0,0,0
JUL_22_3,58.08,49.76,3.261,2025-07-22 14:27:00,0,0,0,0
JUL_22_3,58.08,49.76,3.273,2025-07-22 14:27:02,0,0,0,0
JUL_22_3,58.08,49.76,3.281,2025-07-22 14:27:04,0,0,0,0
JUL_22_3,58.08,49.76,3.278,2025-07-22 14:27:06,0,0,0,0
JUL_22_3,58.08,49.76,3.291,2025-07-22 14:27:08,0,0,0,0
JUL_22_3,58.14,49.76,3.274,2025-07-22 14:27:10,0,0,0,0
JUL_22_3,58.14,49.76,3.265,2025-07-22 14:27:12,0,0,0,0
JUL_22_3,58.22,49.75,3.274,2025-07-22 14:27:14,0,0,0,0
JUL_22_3,58.22,49.76,3.291,2025-07-22 14:27:16,0,0,0,0
JUL_22_3,58.22,49.77,3.286,2025-07-22 14:27:18,0,0,0,0
JUL_22_3,58.22,49.76,3.277,2025-07-22 14:27:20,0,0,0,0
JUL_22_3,58.14,49.76,3.277,2025-07-22 14:27:22,0,0,0,0
JUL_22_3,58.14,49.77,3.282,2025-07-22 14:27:24,0,0,0,0
JUL_22_3,58.14,49.76,3.284,2025-07-22 14:27:26,0,0,0,0
JUL_22_3,58.14,49.77,3.282,2025-07-22 14:27:28,0,0,0,0
JUL_22_3,58.14,49.76,3.273,2025-07-22 14:27:30,0,0,0,0
JUL_22_3,58.14,49.76,3.277,2025-07-22 14:27:32,0,0,0,0
JUL_22_3,58.14,49.77,3.285,2025-07-22 14:27:34,0,0,0,0
JUL_22_3,58.28,49.76,3.269,2025-07-22 14:27:36,0,0,0,0
JUL_22_3,58.28,49.76,3.293,2025-07-22 14:27:38,0,0,0,0
JUL_22_3,58.28,49.79,3.286,2025-07-22 14:27:40,0,0,0,0
JUL_22_3,58.28,49.76,3.277,2025-07-22 14:27:42,0,0,0,0
JUL_22_3,58.08,49.77,3.26,2025-07-22 14:27:44,0,0,0,0
JUL_22_3,58.08,49.77,3.278,2025-07-22 14:27:46,0,0,0,0
JUL_22_3,58.16,49.77,3.289,2025-07-22 14:27:48,0,0,0,0
JUL_22_3,58.22,49.77,3.269,2025-07-22 14:27:50,0,0,0,0
JUL_22_3,58.28,49.76,3.274,2025-07-22 14:27:52,0,0,0,0
JUL_22_3,58.22,49.77,3.266,2025-07-22 14:27:54,0,0,0,0
JUL_22_3,58.28,49.77,3.263,2025-07-22 14:27:56,0,0,0,0
JUL_22_3,58.28,49.77,3.264,2025-07-22 14:27:58,0,0,0,0
JUL_22_3,58.28,49.8,3.269,2025-07-22 14:28:00,0,0,0,0
JUL_22_3,58.34,49.8,3.277,2025-07-22 14:28:02,0,0,0,0
JUL_22_3,58.36,49.8,3.277,2025-07-22 14:28:05,0,0,0,0
JUL_22_3,58.36,49.8,3.286,2025-07-22 14:28:06,0,0,0,0
JUL_22_3,58.36,49.79,3.263,2025-07-22 14:28:08,0,0,0,0
JUL_22_3,58.22,49.8,3.265,2025-07-22 14:28:10,0,0,0,0
JUL_22_3,58.22,49.79,3.265,2025-07-22 14:28:12,0,0,0,0
JUL_22_3,58.14,49.8,3.261,2025-07-22 14:28:14,0,0,0,0
JUL_22_3,58.22,49.81,3.286,2025-07-22 14:28:16,0,0,0,0
JUL_22_3,58.14,49.81,3.273,2025-07-22 14:28:18,0,0,0,0
JUL_22_3,58.28,49.81,3.269,2025-07-22 14:28:20,0,0,0,0
JUL_22_3,58.28,49.82,3.266,2025-07-22 14:28:22,0,0,0,0
JUL_22_3,58.14,49.81,3.268,2025-07-22 14:28:24,0,0,0,0
JUL_22_3,58.14,49.81,3.264,2025-07-22 14:28:26,0,0,0,0
JUL_22_3,58.14,49.81,3.274,2025-07-22 14:28:28,0,0,0,0
JUL_22_3,58.14,49.79,3.274,2025-07-22 14:28:30,0,0,0,0
JUL_22_3,58.14,49.81,3.269,2025-07-22 14:28:32,0,0,0,0
JUL_22_3,58.14,49.79,3.281,2025-07-22 14:28:34,0,0,0,0
JUL_22_3,58.14,49.79,3.261,2025-07-22 14:28:36,0,0,0,0
JUL_22_3,58.14,49.81,3.281,2025-07-22 14:28:38,0,0,0,0
JUL_22_3,58.36,49.8,3.28,2025-07-22 14:28:40,0,0,0,0
JUL_22_3,58.14,49.81,3.28,2025-07-22 14:28:42,0,0,0,0
JUL_22_3,58.28,49.81,3.261,2025-07-22 14:28:44,0,0,0,0
JUL_22_3,58.28,49.81,3.259,2025-07-22 14:28:46,0,0,0,0
JUL_22_3,58.14,49.82,3.259,2025-07-22 14:28:48,0,0,0,0
JUL_22_3,58.28,49.81,3.263,2025-07-22 14:28:50,0,0,0,0
JUL_22_3,58.22,49.82,3.266,2025-07-22 14:28:52,0,0,0,0
JUL_22_3,58.14,49.81,3.269,2025-07-22 14:28:54,0,0,0,0
JUL_22_3,58.49,49.81,3.277,2025-07-22 14:28:56,0,0,0,0
JUL_22_3,58.14,49.82,3.266,2025-07-22 14:28:59,0,0,0,0
JUL_22_3,58.01,49.83,3.263,2025-07-22 14:29:00,0,0,0,0
JUL_22_3,58.28,49.83,3.265,2025-07-22 14:29:02,0,0,0,0
JUL_22_3,58.22,49.83,3.281,2025-07-22 14:29:04,0,0,0,0
JUL_22_3,58.22,49.83,3.26,2025-07-22 14:29:06,0,0,0,0
JUL_22_3,58.22,49.83,3.257,2025-07-22 14:29:08,0,0,0,0
JUL_22_3,58.22,49.83,3.253,2025-07-22 14:29:10,0,0,0,0
JUL_22_3,58.22,49.81,3.259,2025-07-22 14:29:13,0,0,0,0
JUL_22_3,58.22,49.82,3.26,2025-07-22 14:29:15,0,0,0,0
JUL_22_3,58.28,49.81,3.268,2025-07-22 14:29:16,0,0,0,0
JUL_22_3,58.11,49.82,3.274,2025-07-22 14:29:18,0,0,0,0
JUL_22_3,58.08,49.83,3.255,2025-07-22 14:29:20,0,0,0,0
JUL_22_3,58.14,49.82,3.259,2025-07-22 14:29:23,0,0,0,0
JUL_22_3,58.14,49.82,3.252,2025-07-22 14:29:24,0,0,0,0
JUL_22_3,58.14,49.83,3.253,2025-07-22 14:29:27,0,0,0,0
JUL_22_3,58.14,49.81,3.253,2025-07-22 14:29:28,0,0,0,0
JUL_22_3,58.28,49.83,3.251,2025-07-22 14:29:30,0,0,0,0
JUL_22_3,58.28,49.84,3.261,2025-07-22 14:29:33,0,0,0,0
JUL_22_3,58.22,49.84,3.249,2025-07-22 14:29:34,0,0,0,0
JUL_22_3,58.28,49.85,3.259,2025-07-22 14:29:37,0,0,0,0
JUL_22_3,58.28,49.84,3.278,2025-07-22 14:29:39,0,0,0,0
JUL_22_3,58.28,49.86,3.266,2025-07-22 14:29:41,0,0,0,0
JUL_22_3,58.28,49.85,3.285,2025-07-22 14:29:43,0,0,0,0
JUL_22_3,58.36,49.82,3.268,2025-07-22 14:29:44,0,0,0,0
JUL_22_3,58.34,49.83,3.265,2025-07-22 14:29:46,0,0,0,0
JUL_22_3,58.14,49.82,3.27,2025-07-22 14:29:49,0,0,0,0
JUL_22_3,58.34,49.81,3.273,2025-07-22 14:29:51,0,0,0,0
JUL_22_3,58.36,49.83,3.26,2025-07-22 14:29:53,0,0,0,0
JUL_22_3,58.14,49.83,3.26,2025-07-22 14:29:54,0,0,0,0
JUL_22_3,58.34,49.84,3.243,2025-07-22 14:29:57,0,0,0,0
JUL_22_3,58.36,49.84,3.259,2025-07-22 14:29:59,0,0,0,0
JUL_22_3,58.14,49.83,3.243,2025-07-22 14:30:00,0,0,0,0
JUL_22_3,58.14,49.84,3.249,2025-07-22 14:30:03,0,0,0,0
JUL_22_3,58.22,49.85,3.249,2025-07-22 14:30:04,0,0,0,0
JUL_22_3,58.22,49.83,3.261,2025-07-22 14:30:07,0,0,0,0
JUL_22_3,58.22,49.86,3.278,2025-07-22 14:30:09,0,0,0,0
JUL_22_3,58.23,49.85,3.247,2025-07-22 14:30:10,0,0,0,0
JUL_22_3,58.34,49.85,3.228,2025-07-22 14:30:12,0,0,0,0
JUL_22_3,58.14,49.86,3.259,2025-07-22 14:30:15,0,0,0,0
JUL_22_3,58.22,49.84,3.257,2025-07-22 14:30:16,0,0,0,0
JUL_22_3,58.34,49.85,3.269,2025-07-22 14:30:19,0,0,0,0
JUL_22_3,58.22,49.84,3.26,2025-07-22 14:30:21,0,0,0,0
JUL_22_3,58.22,49.84,3.26,2025-07-22 14:30:22,0,0,0,0
JUL_22_3,58.14,49.84,3.252,2025-07-22 14:30:24,0,0,0,0
JUL_22_3,58.08,49.84,3.244,2025-07-22 14:30:27,0,0,0,0
JUL_22_3,58.08,49.85,3.261,2025-07-22 14:30:29,0,0,0,0
JUL_22_3,58.14,49.86,3.27,2025-07-22 14:30:31,0,0,0,0
JUL_22_3,58.14,49.86,3.265,2025-07-22 14:30:33,0,0,0,0
JUL_22_3,58.14,49.86,3.248,2025-07-22 14:30:34,0,0,0,0
JUL_22_3,58.14,49.86,3.251,2025-07-22 14:30:36,0,0,0,0
JUL_22_3,58.22,49.86,3.266,2025-07-22 14:30:38,0,0,0,0
JUL_22_3,58.22,49.88,3.269,2025-07-22 14:30:41,0,0,0,0
JUL_22_3,58.14,49.86,3.269,2025-07-22 14:30:43,0,0,0,0
JUL_22_3,58.28,49.86,3.268,2025-07-22 14:30:44,0,0,0,0
JUL_22_3,58.28,49.87,3.252,2025-07-22 14:30:46,0,0,0,0
JUL_22_3,58.09,49.86,3.265,2025-07-22 14:30:49,0,0,0,0
JUL_22_3,58.28,49.87,3.264,2025-07-22 14:30:51,0,0,0,0
JUL_22_3,58.28,49.87,3.243,2025-07-22 14:30:53,0,0,0,0
JUL_22_3,58.08,49.86,3.247,2025-07-22 14:30:55,0,0,0,0
JUL_22_3,58.28,49.87,3.244,2025-07-22 14:30:57,0,0,0,0
JUL_22_3,58.28,49.86,3.27,2025-07-22 14:30:59,0,0,0,0
JUL_22_3,58.22,49.85,3.256,2025-07-22 14:31:01,0,0,0,0
JUL_22_3,58.22,49.86,3.247,2025-07-22 14:31:03,0,0,0,0
JUL_22_3,58.22,49.86,3.256,2025-07-22 14:31:05,0,0,0,0
JUL_22_3,58.14,49.86,3.268,2025-07-22 14:31:07,0,0,0,0
JUL_22_3,58.08,49.87,3.252,2025-07-22 14:31:09,0,0,0,0
JUL_22_3,58.14,49.87,3.247,2025-07-22 14:31:11,0,0,0,0
JUL_22_3,58.08,49.87,3.253,2025-07-22 14:31:13,0,0,0,0
JUL_22_3,58.01,49.87,3.245,2025-07-22 14:31:15,0,0,0,0
JUL_22_3,58.14,49.86,3.255,2025-07-22 14:31:17,0,0,0,0
JUL_22_3,58.16,49.87,3.249,2025-07-22 14:31:19,0,0,0,0
JUL_22_3,58.01,49.86,3.268,2025-07-22 14:31:21,0,0,0,0
JUL_22_3,58.22,49.88,3.261,2025-07-22 14:31:23,0,0,0,0
JUL_22_3,58.22,49.89,3.274,2025-07-22 14:31:25,0,0,0,0
JUL_22_3,58.14,49.88,3.273,2025-07-22 14:31:27,0,0,0,0
JUL_22_3,58.22,49.89,3.247,2025-07-22 14:31:29,0,0,0,0
JUL_22_3,58.22,49.88,3.24,2025-07-22 14:31:31,0,0,0,0
JUL_22_3,58.14,49.87,3.243,2025-07-22 14:31:33,0,0,0,0
JUL_22_3,58.22,49.89,3.252,2025-07-22 14:31:35,0,0,0,0
JUL_22_3,58.22,49.88,3.256,2025-07-22 14:31:37,0,0,0,0
JUL_22_3,58.08,49.89,3.257,2025-07-22 14:31:39,0,0,0,0
JUL_22_3,58.16,49.89,3.244,2025-07-22 14:31:41,0,0,0,0
JUL_22_3,58.22,49.87,3.231,2025-07-22 14:31:43,0,0,0,0
JUL_22_3,58.14,49.87,3.257,2025-07-22 14:31:45,0,0,0,0
JUL_22_3,58.22,49.86,3.251,2025-07-22 14:31:47,0,0,0,0
JUL_22_3,58.22,49.86,3.248,2025-07-22 14:31:49,0,0,0,0
JUL_22_3,58.08,49.87,3.243,2025-07-22 14:31:51,0,0,0,0
JUL_22_3,58.08,49.87,3.26,2025-07-22 14:31:53,0,0,0,0
JUL_22_3,58.08,49.87,3.264,2025-07-22 14:31:55,0,0,0,0
JUL_22_3,58.14,49.87,3.239,2025-07-22 14:31:57,0,0,0,0
JUL_22_3,58.14,49.87,3.228,2025-07-22 14:31:59,0,0,0,0
JUL_22_3,58.22,49.87,3.232,2025-07-22 14:32:01,0,0,0,0
JUL_22_3,58.22,49.88,3.253,2025-07-22 14:32:03,0,0,0,0
JUL_22_3,58.14,49.88,3.252,2025-07-22 14:32:05,0,0,0,0
JUL_22_3,58.22,49.89,3.239,2025-07-22 14:32:07,0,0,0,0
JUL_22_3,58.34,49.88,3.261,2025-07-22 14:32:09,0,0,0,0
JUL_22_3,58.14,49.9,3.251,2025-07-22 14:32:11,0,0,0,0
JUL_22_3,58.36,49.91,3.256,2025-07-22 14:32:13,0,0,0,0
JUL_22_3,58.34,49.89,3.248,2025-07-22 14:32:15,0,0,0,0
JUL_22_3,58.08,49.9,3.252,2025-07-22 14:32:17,0,0,0,0
JUL_22_3,58.2,49.9,3.251,2025-07-22 14:32:19,0,0,0,0
JUL_22_3,58.22,49.88,3.255,2025-07-22 14:32:21,0,0,0,0
JUL_22_3,58.01,49.89,3.249,2025-07-22 14:32:23,0,0,0,0
JUL_22_3,58.14,49.88,3.235,2025-07-22 14:32:25,0,0,0,0
JUL_22_3,58.34,49.89,3.235,2025-07-22 14:32:27,0,0,0,0
JUL_22_3,58.14,49.88,3.253,2025-07-22 14:32:29,0,0,0,0
JUL_22_3,58.22,49.9,3.241,2025-07-22 14:32:31,0,0,0,0
JUL_22_3,58.34,49.89,3.24,2025-07-22 14:32:33,0,0,0,0
JUL_22_3,58.14,49.91,3.281,2025-07-22 14:32:35,0,0,0,0
JUL_22_3,58.22,49.91,3.241,2025-07-22 14:32:37,0,0,0,0
JUL_22_3,58.14,49.91,3.256,2025-07-22 14:32:39,0,0,0,0
JUL_22_3,58.14,49.91,3.253,2025-07-22 14:32:41,0,0,0,0
JUL_22_3,58.14,49.91,3.265,2025-07-22 14:32:43,0,0,0,0
JUL_22_3,58.14,49.92,3.265,2025-07-22 14:32:45,0,0,0,0
JUL_22_3,58.14,49.91,3.249,2025-07-22 14:32:47,0,0,0,0
JUL_22_3,58.09,49.91,3.253,2025-07-22 14:32:49,0,0,0,0
JUL_22_3,58.08,49.9,3.249,2025-07-22 14:32:51,0,0,0,0
JUL_22_3,58.08,49.9,3.253,2025-07-22 14:32:53,0,0,0,0
JUL_22_3,58.08,49.91,3.259,2025-07-22 14:32:55,0,0,0,0
JUL_22_3,57.94,49.9,3.266,2025-07-22 14:32:57,0,0,0,0
JUL_22_3,57.94,49.9,3.256,2025-07-22 14:32:59,0,0,0,0
JUL_22_3,58.22,49.91,3.252,2025-07-22 14:33:01,0,0,0,0
JUL_22_3,57.94,49.91,3.251,2025-07-22 14:33:03,0,0,0,0
JUL_22_3,58.28,49.91,3.269,2025-07-22 14:33:05,0,0,0,0
JUL_22_3,58.28,49.91,3.264,2025-07-22 14:33:07,0,0,0,0
JUL_22_3,58.28,49.91,3.253,2025-07-22 14:33:09,0,0,0,0
JUL_22_3,58.22,49.91,3.252,2025-07-22 14:33:11,0,0,0,0
JUL_22_3,58.14,49.91,3.247,2025-07-22 14:33:13,0,0,0,0
JUL_22_3,58.14,49.9,3.252,2025-07-22 14:33:15,0,0,0,0
JUL_22_3,58.08,49.91,3.268,2025-07-22 14:33:17,0,0,0,0
JUL_22_3,58.08,49.88,3.243,2025-07-22 14:33:19,0,0,0,0
JUL_22_3,58.08,49.9,3.26,2025-07-22 14:33:21,0,0,0,0
JUL_22_3,58.22,49.9,3.268,2025-07-22 14:33:23,0,0,0,0
JUL_22_3,58.22,49.9,3.251,2025-07-22 14:33:25,0,0,0,0
JUL_22_3,58.22,49.91,3.263,2025-07-22 14:33:27,0,0,0,0
JUL_22_3,58.22,49.91,3.239,2025-07-22 14:33:29,0,0,0,0
JUL_22_3,58.22,49.92,3.26,2025-07-22 14:33:31,0,0,0,0
JUL_22_3,58.22,49.92,3.245,2025-07-22 14:33:33,0,0,0,0
JUL_22_3,58.22,49.91,3.257,2025-07-22 14:33:35,0,0,0,0
JUL_22_3,58.22,49.92,3.249,2025-07-22 14:33:37,0,0,0,0
JUL_22_3,58.22,49.92,3.219,2025-07-22 14:33:39,0,0,0,0
JUL_22_3,58.22,49.9,3.24,2025-07-22 14:33:41,0,0,0,0
JUL_22_3,58.08,49.92,3.252,2025-07-22 14:33:43,0,0,0,0
JUL_22_3,58.01,49.91,3.248,2025-07-22 14:33:45,0,0,0,0
JUL_22_3,58.08,49.91,3.226,2025-07-22 14:33:47,0,0,0,0
JUL_22_3,58.01,49.91,3.239,2025-07-22 14:33:49,0,0,0,0
JUL_22_3,58.22,49.91,3.235,2025-07-22 14:33:51,0,0,0,0
JUL_22_3,58.34,49.91,3.241,2025-07-22 14:33:53,0,0,0,0
JUL_22_3,58.22,49.91,3.256,2025-07-22 14:33:55,0,0,0,0
JUL_22_3,58.22,49.91,3.255,2025-07-22 14:33:57,0,0,0,0
JUL_22_3,58.22,49.91,3.26,2025-07-22 14:33:59,0,0,0,0
JUL_22_3,58.14,49.91,3.26,2025-07-22 14:34:01,0,0,0,0
JUL_22_3,58.22,49.92,3.236,2025-07-22 14:34:03,0,0,0,0
JUL_22_3,58.22,49.93,3.234,2025-07-22 14:34:05,0,0,0,0
JUL_22_3,58.14,49.91,3.24,2025-07-22 14:34:07,0,0,0,0
JUL_22_3,58.22,49.92,3.257,2025-07-22 14:34:09,0,0,0,0
JUL_22_3,58.14,49.92,3.241,2025-07-22 14:34:11,0,0,0,0
JUL_22_3,58.14,49.91,3.238,2025-07-22 14:34:13,0,0,0,0
JUL_22_3,58.28,49.92,3.241,2025-07-22 14:34:15,0,0,0,0
JUL_22_3,58.28,49.91,3.245,2025-07-22 14:34:17,0,0,0,0
JUL_22_3,58.22,49.92,3.245,2025-07-22 14:34:19,0,0,0,0
JUL_22_3,58.28,49.92,3.259,2025-07-22 14:34:21,0,0,0,0
JUL_22_3,58.22,49.91,3.247,2025-07-22 14:34:23,0,0,0,0
JUL_22_3,58.01,49.92,3.234,2025-07-22 14:34:25,0,0,0,0
JUL_22_3,58.14,49.93,3.243,2025-07-22 14:34:27,0,0,0,0
JUL_22_3,58.08,49.92,3.247,2025-07-22 14:34:29,0,0,0,0
JUL_22_3,58.14,49.94,3.228,2025-07-22 14:34:31,0,0,0,0
JUL_22_3,58.2,49.93,3.253,2025-07-22 14:34:33,0,0,0,0
JUL_22_3,58.36,49.91,3.247,2025-07-22 14:34:35,0,0,0,0
JUL_22_3,58.36,49.91,3.248,2025-07-22 14:34:37,0,0,0,0
JUL_22_3,58.22,49.91,3.244,2025-07-22 14:34:39,0,0,0,0
JUL_22_3,58.22,49.92,3.234,2025-07-22 14:34:41,0,0,0,0
JUL_22_3,58.14,49.91,3.224,2025-07-22 14:34:43,0,0,0,0
JUL_22_3,58.14,49.91,3.241,2025-07-22 14:34:45,0,0,0,0
JUL_22_3,58.14,49.92,3.264,2025-07-22 14:34:47,0,0,0,0
JUL_22_3,58.22,49.91,3.245,2025-07-22 14:34:49,0,0,0,0
JUL_22_3,58.22,49.93,3.251,2025-07-22 14:34:51,0,0,0,0
JUL_22_3,58.22,49.94,3.238,2025-07-22 14:34:53,0,0,0,0
JUL_22_3,58.22,49.93,3.244,2025-07-22 14:34:55,0,0,0,0
JUL_22_3,58.22,49.96,3.241,2025-07-22 14:34:57,0,0,0,0
JUL_22_3,58.22,49.95,3.241,2025-07-22 14:34:59,0,0,0,0
JUL_22_3,58.14,49.93,3.253,2025-07-22 14:35:02,0,0,0,0
JUL_22_3,58.22,49.94,3.239,2025-07-22 14:35:03,0,0,0,0
JUL_22_3,58.14,49.92,3.243,2025-07-22 14:35:05,0,0,0,0
JUL_22_3,58.14,49.95,3.252,2025-07-22 14:35:07,0,0,0,0
JUL_22_3,58.28,49.91,3.24,2025-07-22 14:35:09,0,0,0,0
JUL_22_3,58.08,49.94,3.259,2025-07-22 14:35:11,0,0,0,0
JUL_22_3,58.08,49.93,3.244,2025-07-22 14:35:14,0,0,0,0
JUL_22_3,58.08,49.93,3.244,2025-07-22 14:35:15,0,0,0,0
JUL_22_3,58.22,49.94,3.23,2025-07-22 14:35:17,0,0,0,0
JUL_22_3,58.22,49.91,3.232,2025-07-22 14:35:20,0,0,0,0
JUL_22_3,58.22,49.94,3.241,2025-07-22 14:35:21,0,0,0,0
JUL_22_3,58.28,49.92,3.234,2025-07-22 14:35:24,0,0,0,0
JUL_22_3,58.28,49.91,3.234,2025-07-22 14:35:25,0,0,0,0
JUL_22_3,58.28,49.94,3.238,2025-07-22 14:35:28,0,0,0,0
JUL_22_3,58.28,49.92,3.249,2025-07-22 14:35:29,0,0,0,0
JUL_22_3,58.28,49.92,3.236,2025-07-22 14:35:31,0,0,0,0
JUL_22_3,58.08,49.93,3.243,2025-07-22 14:35:34,0,0,0,0
JUL_22_3,58.01,49.93,3.243,2025-07-22 14:35:35,0,0,0,0
JUL_22_3,58.09,49.92,3.253,2025-07-22 14:35:37,0,0,0,0
JUL_22_3,58.01,49.93,3.232,2025-07-22 14:35:40,0,0,0,0
JUL_22_3,58.14,49.92,3.245,2025-07-22 14:35:41,0,0,0,0
JUL_22_3,58.36,49.94,3.245,2025-07-22 14:35:43,0,0,0,0
JUL_22_3,58.28,49.94,3.264,2025-07-22 14:35:45,0,0,0,0
JUL_22_3,58.34,49.93,3.232,2025-07-22 14:35:48,0,0,0,0
JUL_22_3,58.28,49.96,3.253,2025-07-22 14:35:49,0,0,0,0
JUL_22_3,58.22,49.94,3.255,2025-07-22 14:35:51,0,0,0,0
JUL_22_3,58.42,49.94,3.252,2025-07-22 14:35:54,0,0,0,0
JUL_22_3,58.22,49.94,3.252,2025-07-22 14:35:55,0,0,0,0
JUL_22_3,58.14,49.93,3.252,2025-07-22 14:35:57,0,0,0,0
JUL_22_3,58.28,49.95,3.269,2025-07-22 14:36:00,0,0,0,0
JUL_22_3,58.28,49.93,3.247,2025-07-22 14:36:02,0,0,0,0
JUL_22_3,58.28,49.93,3.261,2025-07-22 14:36:04,0,0,0,0
JUL_22_3,58.28,49.94,3.266,2025-07-22 14:36:05,0,0,0,0
JUL_22_3,58.22,49.93,3.247,2025-07-22 14:36:08,0,0,0,0
JUL_22_3,58.14,49.94,3.27,2025-07-22 14:36:10,0,0,0,0
JUL_22_3,58.14,49.94,3.27,2025-07-22 14:36:11,0,0,0,0
JUL_22_3,58.14,49.93,3.252,2025-07-22 14:36:14,0,0,0,0
JUL_22_3,58.14,49.95,3.27,2025-07-22 14:36:15,0,0,0,0
JUL_22_3,58.14,49.94,3.241,2025-07-22 14:36:18,0,0,0,0
JUL_22_3,58.14,49.93,3.253,2025-07-22 14:36:20,0,0,0,0
JUL_22_3,58.36,49.95,3.251,2025-07-22 14:36:22,0,0,0,0
JUL_22_3,58.28,49.94,3.278,2025-07-22 14:36:24,0,0,0,0
